user_id,household_size,number_of_kids,income_type,class,gross_monthly_income,net_monthly_income,assets_total,investments_total,savings_total,debts_total,rent_mortgage,utilities,insurance,transportation,groceries,clothes,phone,subscriptions,miscellaneous,fixed_costs_total,emergency_fund,house_rent_savings,guilt_free_spending,total_net_worth,financial_stress,owns_home,user_goals
780,3,2,single_income,middle,68638,54254,3040391,248455,37718,699845,10295,3383,3994,5185,9111,8281,2023,2603,8568,65694,30195,0,25624,2626719,no,yes,Renovate home
781,3,2,single_income,poor,29757,24301,40328,16037,836,12094,4463,4557,5144,4859,14707,6360,1716,4897,8651,66329,49390,0,1585,45107,no,yes,Renovate home
782,6,2,single_income,upper_middle,129605,108196,7717625,1651332,216351,308976,19440,4420,4528,6317,18132,9977,2446,720,12436,95349,36068,23721,37428,9276332,no,no,Renovate home
783,4,0,single_income,rich,414521,340733,32688131,2248422,9887776,179508,62178,2917,3201,9695,15131,4422,2121,4789,16767,128553,18684,0,90213,44644821,no,yes,Build passive income
784,5,1,dual_income,poor,20194,15573,35035,11213,2290,97135,3029,2656,3106,3383,18327,9699,1241,4209,9594,73559,27998,0,1365,-48597,yes,yes,Pay off debt
785,6,2,single_income,poor,15820,13322,54221,4696,3419,34635,2373,4823,4948,5978,19817,6578,2510,2521,8775,67278,31770,0,3609,27701,yes,yes,Invest in stock market
786,6,1,dual_income,middle,84715,65412,2873586,194535,52992,700269,12707,2520,3276,8763,13217,4834,2333,4702,10557,80940,6499,28071,16573,2420844,no,no,Start an education fund
787,6,0,dual_income,middle,64950,49419,3041399,320079,32735,889871,9742,5894,3724,8227,18464,6062,685,2700,11568,88690,39911,0,18616,2504342,no,yes,Invest in stock market
788,4,1,single_income,middle,72271,60810,4737224,276339,52175,733203,10840,4378,3765,6846,11214,9749,1968,4419,9230,70769,28148,0,31122,4332535,no,yes,Plan a family vacation
789,6,2,single_income,upper_middle,171548,141551,8829428,1937486,454818,705632,25732,4609,3312,3864,10305,7507,2307,3836,11860,90929,5997,11353,58243,10516100,no,no,Open a PPF account
790,6,2,dual_income,middle,95854,81019,3457765,451230,46878,587808,14378,3154,5741,7804,15167,2016,1491,1946,9987,76570,21205,0,32105,3368065,no,yes,Increase term insurance
791,6,0,dual_income,middle,102231,86030,3304092,367535,82468,215091,15334,3009,2772,9914,8482,9472,2892,3679,10450,80122,47541,10203,45237,3539004,no,no,Pay off debt
792,5,2,single_income,middle,108522,92986,4816865,484090,51188,517278,16278,3595,5952,8992,10288,8845,839,1994,9819,75281,11944,0,29979,4834865,no,yes,Down payment for a house
793,3,0,single_income,rich,306892,245607,36666917,6518681,8715932,188848,46033,5044,2582,6527,13393,6446,633,1728,13688,104945,32945,9019,134576,51712682,no,no,Travel abroad next year
794,4,0,dual_income,lower_middle,46245,38523,1477074,94672,17359,97672,6936,4327,4546,2835,10483,4863,1739,2410,7740,59343,12304,9049,11121,1491433,no,no,Buy a new car
795,5,0,single_income,middle,90706,68803,2625058,114987,39089,790285,13605,2151,5968,4269,9785,8242,2524,3960,9775,74945,23220,14589,24993,1988849,no,no,Repay credit card dues
796,5,2,single_income,middle,118479,102764,4843408,230792,62380,541977,17771,4435,5547,5481,11651,4063,2520,2649,9869,75666,45121,20266,37788,4594603,no,no,Start a small business
797,3,0,dual_income,middle,97880,87890,2001355,206360,78936,919968,14682,5082,3932,8306,13402,7848,1371,3616,10736,82313,5969,5592,31086,1366683,no,no,Plan a family vacation
798,3,1,dual_income,lower_middle,55641,49470,964657,67967,7756,100117,8346,5845,2038,2010,14251,4027,1617,3864,8582,65797,49047,0,6737,940263,no,yes,Build emergency fund
799,3,0,single_income,upper_middle,187345,164598,9364690,1327307,433185,170793,28101,4578,3829,2292,8461,5884,2591,588,9819,75284,23047,0,45051,10954389,no,yes,Build emergency fund
800,4,0,dual_income,poor,25640,19395,32413,16805,3749,48899,3846,2265,4850,3378,14503,9157,2314,4236,7622,58436,28763,15000,4971,4068,yes,no,Travel abroad next year
801,3,0,dual_income,middle,102736,85810,4062622,455060,29651,934799,15410,2541,2634,5553,9349,4986,1197,997,8641,66250,33063,0,33927,3612534,no,yes,Increase term insurance
802,4,2,single_income,rich,423628,340586,13042265,7037391,9476073,58396,63544,3747,5573,7273,13087,5302,2649,2779,17565,134668,11155,0,66877,29497333,no,yes,Build emergency fund
803,5,0,single_income,middle,64354,57817,3670247,397428,68640,429297,9653,4830,3112,2194,17337,4509,1639,3852,9403,72095,26514,21327,38758,3707018,no,no,Pay off debt
804,6,0,dual_income,middle,70404,58520,4458430,436060,81396,203877,10560,3580,5499,3408,16366,7792,973,3695,9506,72884,22077,0,33720,4772009,no,yes,Start a small business
805,4,1,dual_income,poor,16634,12791,65120,840,1461,86854,2495,4479,3451,6843,19067,9739,1465,4740,9200,70539,12432,20148,3472,-19433,yes,no,Down payment for a house
806,5,1,single_income,middle,70507,61005,4707363,291735,43570,228037,10576,3118,2429,8938,10988,5796,1560,3862,9535,73102,19185,0,45083,4814631,no,yes,Repay credit card dues
807,3,0,dual_income,middle,80997,67640,3881464,493009,97988,805196,12149,3657,5618,3017,12690,3332,2983,2338,10358,79414,19378,0,28434,3667265,no,yes,Repay credit card dues
808,3,0,dual_income,middle,82597,69515,4261652,266759,49493,325074,12389,4529,4762,2815,12777,8318,1693,3253,8984,68883,11505,0,46852,4252830,no,yes,Build passive income
809,6,1,dual_income,middle,110464,96329,4115561,250589,64533,623691,16569,2845,3796,6274,9604,3902,992,2849,10020,76822,45696,0,30327,3806992,no,yes,Down payment for a house
810,3,2,dual_income,middle,115395,90315,2040849,345730,96400,853408,17309,2336,2358,5361,9924,6911,859,3201,8872,68021,47890,21719,40394,1629571,no,no,Increase term insurance
811,6,0,single_income,lower_middle,42269,35569,975521,183041,7426,129882,6340,2392,2599,9536,11255,3039,1255,976,7874,60373,10283,14791,12115,1036106,no,no,Invest in stock market
812,4,1,dual_income,poor,16323,12958,81473,17966,2838,30431,2448,2748,2715,4386,16722,6787,2709,1608,8586,65832,13681,13267,4825,71846,yes,no,Retirement savings
813,3,1,dual_income,middle,107915,83460,2344901,461634,91997,938761,16187,2231,2327,8381,13239,2949,2386,4595,10257,78638,19954,22691,29052,1959771,no,no,Build emergency fund
814,6,2,single_income,upper_middle,133531,118652,9920535,1277574,232721,561614,20029,2156,2161,6137,15347,8446,1853,3921,10431,79974,14290,29698,55185,10869216,no,no,Pay medical bills
815,4,0,dual_income,middle,76640,59905,2200633,482788,92277,203654,11496,5080,3201,8939,15562,9795,1107,2652,10077,77262,13738,0,44843,2572044,no,yes,Build passive income
816,3,0,single_income,middle,110974,95797,4364918,459510,59214,817472,16646,3385,2380,9833,18258,9117,2363,1607,10869,83335,21605,0,47697,4066170,no,yes,Renovate home
817,5,0,dual_income,middle,95338,81752,3054885,446819,88326,207826,14300,4960,3036,9898,15424,9681,2912,2741,10697,82012,36939,0,27134,3382204,no,yes,Open a PPF account
818,6,0,single_income,middle,79734,60173,3904371,412699,36257,887554,11960,5438,5846,6067,10859,9072,2483,522,8849,67848,40736,0,46318,3465773,no,yes,Down payment for a house
819,4,2,dual_income,middle,78226,62972,4534002,458606,84501,966032,11733,4639,3430,9270,19503,9432,532,4875,11538,88463,27487,0,34046,4111077,no,yes,Start an education fund
820,5,0,dual_income,rich,430394,324920,12648986,3951007,2697956,461419,64559,3134,3144,4063,12834,3546,2645,4944,15756,120800,19284,0,112496,18836530,no,yes,Increase term insurance
821,6,1,single_income,lower_middle,36066,28979,1276827,104342,8583,88057,5409,2296,4377,3086,14359,5261,1598,1616,8640,66244,21879,0,11220,1301695,no,yes,Build passive income
822,3,1,single_income,middle,99093,78000,2405770,268939,98104,826618,14863,3209,5932,5722,15734,8674,1871,4911,10880,83415,18987,18543,20057,1946195,no,no,Down payment for a house
823,4,0,dual_income,upper_middle,150741,117621,6773951,1274071,475516,431885,22611,3495,5641,6765,15243,5090,883,1261,11165,85603,7407,5885,33641,8091653,no,no,Buy a new car
824,5,1,single_income,upper_middle,146238,124691,9298931,1714844,308293,738471,21935,5012,3354,7827,10480,5001,1686,3331,10593,81215,25045,0,45772,10583597,no,yes,Open a PPF account
825,5,2,single_income,upper_middle,141747,125856,6735496,1559858,163073,778403,21262,2449,5610,4732,9872,6720,2469,4217,10598,81255,6374,0,76112,7680024,no,yes,Start a small business
826,5,0,single_income,lower_middle,32367,28378,1527236,155343,16631,69887,4855,2643,2478,4760,15968,7940,856,3996,7213,55303,41380,0,13759,1629323,no,yes,Start a small business
827,5,1,dual_income,upper_middle,198651,158324,5152721,1370163,458276,200497,29797,5346,2086,2153,10544,5868,814,4131,11490,88093,19141,0,57003,6780663,no,yes,Pay off debt
828,6,2,single_income,rich,475560,411115,11689575,5522909,2950231,401845,71334,5857,5414,5301,12118,5035,780,4999,18764,143863,8345,29807,113444,19760870,no,no,Save for kids' college
829,5,2,dual_income,lower_middle,58222,44217,1343732,26951,7110,70264,8733,5303,3639,3437,11365,6642,2229,4407,9083,69642,6316,0,7737,1307529,no,yes,Pay medical bills
830,3,0,single_income,upper_middle,197271,148474,8378191,1722283,282337,281181,29590,5543,3932,7700,11094,6797,1320,4493,12641,96917,26653,12508,68546,10101630,no,no,Pay medical bills
831,4,2,dual_income,lower_middle,43891,35405,1395072,146086,6547,87964,6583,2290,4183,9987,11879,4936,2914,2795,9045,69348,6237,26225,7019,1459741,no,no,Buy a new car
832,3,2,single_income,lower_middle,58384,45613,1382961,149301,6362,128847,8757,5182,4010,2463,11860,7760,950,4122,8570,65704,12076,5315,17206,1409777,no,no,Save for kids' college
833,3,2,dual_income,middle,88760,68295,3337718,103468,32651,613621,13314,2795,5523,9042,17721,7605,2648,3484,10842,83128,33962,0,29482,2860216,no,yes,Down payment for a house
834,3,2,single_income,upper_middle,127928,109159,6367089,1877123,459369,407357,19189,5148,4782,8776,19573,4374,1369,3599,11194,85822,49280,14748,63095,8296224,no,no,Pay medical bills
835,4,0,single_income,middle,92731,79146,4698404,156284,31311,924629,13909,5458,2255,4108,9795,8539,1920,896,10003,76693,43913,0,23342,3961370,no,yes,Save for kids' college
836,4,2,single_income,poor,23622,20277,169947,10298,3080,99291,3543,4954,5450,9041,19030,3726,2789,3324,9470,72609,18764,13390,1347,84034,yes,no,Save for kids' college
837,6,0,single_income,lower_middle,33365,29778,1967628,152735,5951,65175,5004,4601,5975,2577,14676,6430,1520,2793,7798,59791,43210,0,16027,2061139,no,yes,Travel abroad next year
838,5,2,single_income,upper_middle,168298,128490,8121958,1732133,315732,606945,25244,4659,3612,4082,18190,6652,2185,4849,12728,97582,38028,0,67669,9562878,no,yes,Start a small business
839,3,1,single_income,middle,96731,75025,3758406,439546,52161,320469,14509,4565,5017,2108,19614,7016,565,3448,9783,75003,46173,0,17099,3929644,no,yes,Pay off debt
840,5,1,single_income,poor,17559,13793,160651,503,755,9533,2633,4916,4925,4987,19036,7616,2094,1823,8196,62839,25193,0,2588,152376,no,yes,Repay credit card dues
841,3,0,dual_income,middle,114626,102475,4368496,281541,43031,334288,17193,4623,5062,7158,8129,8258,1973,3395,10637,81554,35110,7736,15016,4358780,no,no,Travel abroad next year
842,3,2,single_income,middle,109452,89250,3123288,457546,64651,761557,16417,3575,2025,2082,16364,2998,2208,3382,9019,69148,32419,17812,26618,2883928,no,no,Pay medical bills
843,4,0,single_income,poor,24375,18898,135982,1552,4972,98111,3656,4445,3482,7912,15390,8777,1601,4183,9286,71195,5937,0,824,44395,yes,yes,Increase term insurance
844,6,0,single_income,poor,12905,9791,106878,12238,3210,95204,1935,5576,2421,7301,11266,9017,2157,4439,8151,62492,46644,7226,2694,27122,yes,no,Renovate home
845,5,2,dual_income,middle,104276,83731,3907860,233915,48015,426709,15641,2425,4401,2749,15248,2043,2702,4694,8625,66129,33044,0,42870,3763081,no,yes,Travel abroad next year
846,6,2,dual_income,poor,14163,12462,50794,9019,1752,57219,2124,5968,5616,7405,15285,5723,2777,2733,10280,78819,38781,12391,2939,4346,yes,no,Upgrade to a bigger house
847,5,2,single_income,rich,311027,268283,43543312,3177416,4757044,313073,46654,5446,4451,9024,15860,7233,2018,2092,16699,128026,19464,0,82827,51164699,no,yes,Start a small business
848,5,0,dual_income,middle,103183,80362,4945907,486122,31170,414038,15477,5340,4081,6773,11435,5779,881,1679,8881,68090,48394,28062,24260,5049161,no,no,Start a small business
849,5,0,dual_income,upper_middle,170139,131059,7421267,808203,499987,576251,25520,5124,5567,3658,18068,7969,2551,3315,12442,95390,38738,29204,33932,8153206,no,no,Build emergency fund
850,3,1,single_income,middle,118917,99460,2307402,396671,43898,443677,17837,5794,5590,8506,14970,3401,1288,3344,10701,82045,33561,0,29387,2304294,no,yes,Pay medical bills
851,3,1,single_income,middle,109937,83525,4296076,181795,31829,535817,16490,4983,3805,9931,19207,2070,1334,4023,10602,81284,32152,29766,39502,3973883,no,no,Repay credit card dues
852,4,1,single_income,middle,67907,59134,2682932,386736,33102,832381,10186,4259,4250,8121,18965,6204,783,1102,11042,84661,30939,0,40642,2270389,no,yes,Upgrade to a bigger house
853,5,2,single_income,middle,118144,96683,3893111,140770,50158,813280,17721,2802,2372,7587,15071,4998,1961,3819,10830,83035,31765,8967,27992,3270759,no,no,Save for kids' college
854,4,0,dual_income,middle,114452,100467,4116806,306725,89529,743270,17167,4050,3501,5885,12757,4114,2054,1580,9549,73209,49894,0,49434,3769790,no,yes,Travel abroad next year
855,6,0,single_income,upper_middle,185524,160003,8049171,1229128,115151,569082,27828,5679,4668,4151,11937,8886,2590,1104,10297,78947,8709,29110,79190,8824368,no,no,Down payment for a house
856,5,0,single_income,lower_middle,48792,36968,1654852,21162,17206,176515,7318,5258,5953,5831,18291,6583,2639,2134,10774,82606,19059,0,11100,1516705,no,yes,Increase term insurance
857,6,0,single_income,lower_middle,55931,43158,1580583,153816,3505,172315,8389,4009,3974,7825,18605,9939,2436,3467,10765,82534,36280,0,13892,1565589,no,yes,Retirement savings
858,5,2,dual_income,upper_middle,185138,151743,8001441,802702,415236,437265,27770,3652,2175,6323,18586,4038,1865,1762,11582,88801,10731,0,57903,8782114,no,yes,Open a PPF account
859,4,2,single_income,upper_middle,199435,160460,6133058,1574536,354239,720630,29915,2073,3462,5194,15544,8949,2705,3981,12437,95352,24564,0,55573,7341203,no,yes,Plan a family vacation
860,6,1,dual_income,lower_middle,56573,45686,562759,106313,10952,167805,8485,2145,2867,6515,14091,7809,1072,1786,7569,58030,24230,0,7535,512219,no,yes,Pay medical bills
861,3,2,single_income,lower_middle,42820,34713,1302365,161106,1947,69715,6423,3970,4726,9647,13469,3593,2247,756,8953,68642,36535,0,19572,1395703,no,yes,Open a PPF account
862,4,0,single_income,upper_middle,128301,108941,8143092,781080,338625,613311,19245,2637,5792,4042,10181,8642,896,4158,10494,80458,21319,24078,44155,8649486,no,no,Pay medical bills
863,3,0,dual_income,lower_middle,35106,31185,1075606,37165,12643,135312,5265,3586,3214,9138,15662,9404,1545,3699,9751,74759,47586,0,15462,990102,no,yes,Pay off debt
864,3,0,dual_income,middle,93749,81796,4592224,379449,97474,478462,14062,2360,3310,6277,9474,8240,1062,4267,10111,77521,32428,11719,35379,4590685,no,no,Build passive income
865,5,0,single_income,upper_middle,123017,106653,9936372,1855228,254558,750087,18452,4380,5949,3810,11201,2752,2681,1841,10926,83772,18981,13696,60397,11296071,no,no,Retirement savings
866,4,2,dual_income,middle,116880,103726,2267709,442627,92053,738575,17532,3672,2673,7985,14947,7598,2951,3279,11708,89764,8668,27846,26829,2063814,no,no,Plan a family vacation
867,4,0,dual_income,poor,19904,16756,36921,16683,4224,14833,2985,5363,2206,8120,16485,8059,2373,2588,10084,77315,26695,0,1906,42995,yes,yes,Pay medical bills
868,6,0,dual_income,middle,79810,63904,3638928,143093,42844,877720,11971,2862,5216,4362,12320,5494,2417,567,9958,76346,23026,20693,37405,2947145,no,no,Pay medical bills
869,5,2,single_income,upper_middle,125678,106527,7162417,1615494,270954,232777,18851,5199,4247,8475,10594,5937,2179,1067,10989,84254,7704,26075,35997,8816088,no,no,Start a small business
870,4,0,dual_income,middle,102497,78115,3602891,187017,38354,415754,15374,5101,2055,3654,8131,2230,894,1481,7621,58433,44874,0,36901,3412508,no,yes,Renovate home
871,4,1,single_income,middle,116899,89883,3103997,145610,30933,272168,17534,4555,4504,5033,16903,4976,1971,1642,11648,89302,33557,0,37973,3008372,no,yes,Down payment for a house
872,4,0,dual_income,middle,105032,93050,3541187,280923,62861,774172,15754,2000,5756,8061,16623,8534,1789,1779,11218,86007,11538,0,47309,3110799,no,yes,Invest in stock market
873,3,2,single_income,middle,79152,59732,4046001,254684,98066,399948,11872,5102,2007,5863,8714,8054,2580,4478,8130,62335,46821,0,38124,3998803,no,yes,Start an education fund
874,5,1,dual_income,middle,105267,90482,2786228,176939,39039,214017,15790,2295,2151,8065,19486,7315,1099,2758,10067,77185,21615,0,32365,2788189,no,yes,Pay off debt
875,5,0,dual_income,middle,118851,94442,3730124,423054,62530,540897,17827,2170,3055,8406,8188,6881,1082,1099,9417,72197,18133,0,21609,3674811,no,yes,Fund children's marriage
876,3,1,single_income,lower_middle,39145,32282,1268021,54345,9817,84638,5871,3398,3456,2640,13453,3827,1106,2865,6803,52160,42206,17139,9261,1247545,no,no,Start an education fund
877,3,1,single_income,middle,119840,103902,3326808,131001,42584,593166,17976,4089,3509,9340,14822,5321,1716,1241,11410,87479,27692,0,19286,2907227,no,yes,Pay medical bills
878,5,1,single_income,middle,116153,93277,4652011,402838,65485,867429,17422,5017,5296,9910,8689,7878,1176,4803,12121,92931,30899,0,47780,4252905,no,yes,Build passive income
879,5,2,dual_income,lower_middle,35778,27344,1059347,122418,4866,123965,5366,4357,3584,3307,10085,3819,531,4186,6636,50882,6642,13769,16509,1062666,no,no,Build wealth for kids
880,4,2,single_income,poor,14373,12680,152305,18963,1422,40326,2155,3572,2058,5159,16650,2103,1330,1241,8803,67490,32982,0,2609,132364,no,yes,Pay medical bills
881,4,2,dual_income,middle,62976,53884,4235650,126710,61387,640686,9446,3944,4143,9422,13973,7255,1771,911,10541,80818,27474,5246,21486,3783061,no,no,Pay off debt
882,5,0,single_income,upper_middle,160225,120713,7578006,1583404,342463,388967,24033,3188,4785,2175,17244,4724,1817,3867,12716,97492,47634,0,35361,9114906,no,yes,Invest in stock market
883,6,0,dual_income,lower_middle,51164,38940,1560986,160802,2665,52684,7674,2346,4084,7819,10559,6944,1034,2229,8034,61596,47861,0,12494,1671769,no,yes,Fund children's marriage
884,5,0,dual_income,poor,11658,10377,137615,3951,3188,89376,1748,2041,5231,9931,9714,5196,2760,1201,6652,51004,47414,8786,1741,55378,yes,no,Open a PPF account
885,5,1,dual_income,middle,81398,61359,2032691,317252,74697,466027,12209,3065,3820,8884,10802,5795,2963,835,8994,68960,15116,0,46712,1958613,no,yes,Invest in stock market
886,6,0,dual_income,lower_middle,34125,30423,962358,172606,220,136842,5118,2753,3276,7683,15488,9206,1520,3983,8988,68914,11635,0,15205,998342,no,yes,Increase term insurance
887,5,0,dual_income,middle,100797,81103,2711658,476720,64933,800867,15119,4127,2065,4183,11774,6442,2484,3066,8585,65824,47863,15953,24570,2452444,no,no,Upgrade to a bigger house
888,3,0,dual_income,middle,100735,83548,4483161,122129,50845,279449,15110,5173,4673,7293,15259,3718,2932,4278,10689,81955,39608,0,15964,4376686,no,yes,Fund children's marriage
889,3,1,single_income,rich,296875,240809,31896611,2396743,4745842,462715,44531,2913,2779,5695,17112,9483,2023,4117,16025,122861,7700,23085,87455,38576481,no,no,Upgrade to a bigger house
890,5,2,single_income,lower_middle,59543,45345,1322362,172146,13137,162997,8931,5199,3805,8413,11569,3436,2756,956,9449,72444,21832,0,19805,1344648,no,yes,Retirement savings
891,5,1,single_income,middle,100322,89410,3515647,466343,65788,752689,15048,3928,3042,7515,11738,9396,867,3140,10900,83571,26291,25640,47228,3295089,no,no,Retirement savings
892,4,1,single_income,middle,104905,89260,2079870,184366,60185,788686,15735,4865,3851,3022,14383,5130,2750,2834,10299,78965,29074,24773,40072,1535735,no,no,Travel abroad next year
893,5,2,dual_income,lower_middle,32962,29181,1387063,193320,2784,161789,4944,4125,3670,5723,19093,8396,675,4849,9254,70952,22927,18482,5803,1421378,no,no,Build passive income
894,4,1,dual_income,upper_middle,157575,122675,7356757,1555962,200244,159150,23636,4503,2658,8916,19030,6946,2813,1554,13310,102049,44266,0,59572,8953813,no,yes,Pay off debt
895,6,2,dual_income,poor,10125,8234,58814,19318,2202,7590,1518,2654,4770,8109,13093,4463,784,4301,8552,65567,45986,0,2082,72744,no,yes,Renovate home
896,3,1,dual_income,upper_middle,199914,178782,8483736,1604457,386876,773033,29987,3771,3155,4788,13153,8226,1655,703,10927,83777,23206,0,40373,9702036,no,yes,Pay off debt
897,6,1,dual_income,upper_middle,198694,170972,5877742,1079443,228491,766468,29804,4859,4962,7424,9367,6665,1614,3905,12437,95354,20993,0,42077,6419208,no,yes,Upgrade to a bigger house
898,3,0,single_income,middle,119976,98318,2957527,479494,67709,583936,17996,2357,5129,6014,12616,8668,892,3900,10144,77771,16774,0,47571,2920794,no,yes,Increase term insurance
899,6,2,dual_income,upper_middle,179317,140791,5698735,1222779,301429,726414,26897,4477,2847,3463,18437,9140,1810,3349,12186,93429,40515,0,38338,6496529,no,yes,Buy a new car
900,4,2,single_income,middle,71975,63417,3556539,231616,66323,844779,10796,3045,2558,8492,17704,8063,1169,1570,11675,89511,6050,26530,38926,3009699,no,no,Pay medical bills
901,5,0,single_income,poor,17288,13638,44253,19207,672,77702,2593,5368,2629,8115,11894,5846,2631,3310,7015,53782,38336,11490,3489,-13570,yes,no,Invest in stock market
902,4,2,dual_income,middle,99899,76850,3663081,377119,93247,310295,14984,3474,4950,5868,12385,5334,2368,1938,9594,73556,39120,26294,27105,3823152,no,no,Pay medical bills
903,3,0,dual_income,lower_middle,44195,34033,1578045,103101,14309,167456,6629,5791,5536,5293,10846,9842,2912,1937,9576,73416,37894,26990,7407,1527999,no,no,Increase term insurance
904,6,1,dual_income,middle,112287,97114,4403076,204794,21420,902800,16843,4993,2891,3486,12075,7412,1297,661,9459,72519,12670,29246,15340,3726490,no,no,Retirement savings
905,3,0,dual_income,middle,107223,93098,2096123,191354,80832,356319,16083,3261,2292,8106,19842,6923,686,3295,10917,83697,47161,11900,48272,2011990,no,no,Build passive income
906,3,1,dual_income,poor,20038,15990,194721,8255,2699,87464,3005,4256,4514,2931,15471,3990,1915,3268,8353,64046,5715,0,372,118211,yes,yes,Upgrade to a bigger house
907,5,0,dual_income,middle,73357,60285,3905286,113369,80428,860404,11003,4654,3680,3607,11522,7498,2557,3063,8418,64544,19559,0,25288,3238679,no,yes,Invest in stock market
908,5,1,single_income,lower_middle,54771,48779,1230433,123297,1642,51365,8215,2148,4430,3552,9035,6571,2117,1576,7362,56444,28987,0,12556,1304007,no,yes,Start an education fund
909,3,0,single_income,middle,65699,53650,2923426,289608,46508,559950,9854,3898,4459,5593,16390,5232,888,2154,9544,73177,21975,6848,40278,2699592,no,no,Start a small business
910,4,1,dual_income,lower_middle,59870,50947,1790151,85930,13531,199637,8980,3922,3021,3993,11492,2894,2015,1576,7049,54046,39139,9934,14846,1689975,no,no,Open a PPF account
911,6,1,single_income,middle,109334,88575,2517855,457539,79113,565944,16400,5976,3060,7718,8318,5626,1935,3164,10437,80019,17516,0,27018,2488563,no,yes,Start a small business
912,4,2,dual_income,middle,74970,67450,4469678,198328,37538,724204,11245,3011,2610,7471,17412,4156,2383,1219,9673,74165,45254,8769,27657,3981340,no,no,Open a PPF account
913,3,0,dual_income,poor,24041,20383,42205,7068,3330,38790,3606,3594,5321,7771,9870,5621,1645,3873,9103,69795,29700,0,4451,13813,yes,yes,Retirement savings
914,4,0,dual_income,middle,114430,85927,3185587,273021,22846,272353,17164,4453,5043,3716,17818,5088,1389,4775,9961,76369,26922,28694,22430,3209101,no,no,Repay credit card dues
915,6,0,single_income,upper_middle,182000,145892,9926388,1024535,474046,670283,27300,2380,2062,6223,9551,8306,794,3239,9319,71449,41935,0,43811,10754686,no,yes,Plan a family vacation
916,5,2,dual_income,poor,11401,9571,18086,905,529,40779,1710,4621,4630,2572,8643,8716,1792,1054,7653,58673,48534,20009,4618,-21259,yes,no,Retirement savings
917,4,0,single_income,middle,79843,70203,4901089,390166,81609,385333,11976,2657,2956,2259,12736,4609,2887,1294,7002,53688,22945,20369,31439,4987531,no,no,Fund children's marriage
918,6,0,dual_income,rich,357400,306410,45903542,5904589,4763402,116382,53610,5621,2110,3038,12596,8731,917,3947,15540,119141,27234,28614,83623,56455151,no,no,Down payment for a house
919,3,2,dual_income,middle,62241,55450,3046022,261711,80874,632982,9336,5015,4615,8815,19759,8292,1268,2839,10519,80648,13526,0,36278,2755625,no,yes,Plan a family vacation
920,6,2,single_income,middle,114533,101680,3447221,415735,27591,835536,17179,2260,3385,6027,12295,7504,1081,4342,10081,77294,23782,17142,26777,3055011,no,no,Travel abroad next year
921,6,0,dual_income,poor,13355,10930,66198,14053,3720,4902,2003,5403,3140,2088,19996,7854,621,1195,7243,55536,36607,0,2274,79069,no,yes,Pay off debt
922,4,0,dual_income,lower_middle,33926,29686,613682,191517,10288,118495,5088,4023,2737,8064,15562,8733,2978,4959,10267,78714,27837,0,7227,696992,no,yes,Plan a family vacation
923,5,1,dual_income,middle,106703,87861,3157323,201245,52924,750937,16005,3701,2760,2773,14407,3552,1457,2069,8379,64241,32794,12505,46140,2660555,no,no,Buy a new car
924,4,0,single_income,poor,18999,14882,130456,9973,1221,89461,2849,4461,5451,2879,13088,2000,666,611,6894,52858,16631,6125,3663,52189,yes,no,Fund children's marriage
925,4,1,single_income,upper_middle,121690,109009,9996476,1268758,279715,188560,18253,2350,4381,8045,18158,4808,2047,3890,10544,80842,22206,0,50341,11356389,no,yes,Fund children's marriage
926,4,2,dual_income,middle,106939,93505,3322948,148419,69229,955823,16040,3165,5039,7316,8789,3563,1822,2002,10476,80320,44884,0,27822,2584773,no,yes,Pay medical bills
927,6,2,single_income,middle,78454,62714,2577697,241940,88089,818335,11768,5535,2482,7621,9966,4356,1373,641,8800,67471,30579,0,32428,2089391,no,yes,Build passive income
928,3,0,single_income,middle,107394,83173,3934116,412630,53435,233152,16109,2012,5630,5007,18399,7403,2555,600,11250,86252,33655,0,34638,4167029,no,yes,Start an education fund
929,3,0,single_income,poor,21631,16911,87229,3167,120,11629,3244,5467,2317,4722,8701,5348,1516,2749,8087,62001,15705,24606,3856,78887,no,no,Pay off debt
930,5,2,dual_income,middle,68534,57455,2836301,275768,23255,752129,10280,5658,4844,9806,18722,5632,1555,3814,10935,83841,13208,23333,20334,2383195,no,no,Build passive income
931,6,2,single_income,upper_middle,142713,122997,9984600,1974351,217201,172246,21406,2324,5490,8194,16868,8125,2511,3633,12937,99184,24088,20645,61362,12003906,no,no,Down payment for a house
932,3,1,dual_income,middle,62904,53744,4206948,199427,98966,542679,9435,4270,4724,9671,10258,5862,1430,4857,10248,78574,19853,0,38319,3962662,no,yes,Renovate home
933,4,0,dual_income,upper_middle,134075,104333,7402611,1651821,116010,297505,20111,2451,2460,2774,13256,7491,2942,3822,10085,77321,48654,20930,71012,8872937,no,no,Retirement savings
934,6,2,single_income,rich,279712,228079,28112996,8942811,8073135,390478,41956,3709,4130,8812,9989,9276,677,4138,14430,110636,24098,9186,96993,44738464,no,no,Start an education fund
935,4,0,single_income,lower_middle,53105,47265,1838990,179383,8361,56387,7965,2518,3421,8476,11012,9484,2973,3188,10086,77331,9804,0,13010,1970347,no,yes,Travel abroad next year
936,6,2,single_income,middle,110840,83236,3448303,272037,59440,525262,16626,4467,5410,4981,13588,8474,1500,2242,10046,77024,43488,0,34727,3254518,no,yes,Fund children's marriage
